id,customerId,merchantCode,amountDkk,timestamp,category,note
TX70532,CUST015,MC5678 AAR ICA,1213.12,2025-03-25T16:26:34+02:00,Groceries,
TX72618,CUST011,MC5966 AAR UNKNOWN,137.14,2025-03-06T14:04:28+02:00,Unknown,
TX71774,CUST011,MC5678 AAR ICA,144.86,2025-01-29T21:44:31+02:00,Groceries,
TX90018,CUST009,MC4321 CPH MCDON,120.00,2025-09-05T12:00:05+02:00,FastFood,
TX71034,CUST036,MC7777 ATM DNB,2000.00,2025-02-22T14:22:47+02:00,ATM,
TX70612,CUST016,MC2468 ONLINE NETFLX,79.00,2025-05-12T01:59:49+02:00,Subscription,
TX71946,CUST004,MC7777 ATM DNB,2000.00,2025-04-22T11:40:50+02:00,ATM,
TX72197,CUST017,MC1357 OSL NORDNET,9266.83,2025-02-21T03:01:08+02:00,Investment,
TX70264,CUST010,MC1234 OSL REMA1000,1240.12,2025-03-14T23:02:02+02:00,Groceries,
TX70202,CUST016,MC1234 OSL REMA1000,325.06,2025-04-20T01:55:33+02:00,Groceries,
TX71561,CUST001,MC2468 ONLINE NETFLX,79.00,2025-07-30T14:09:26+02:00,Subscription,
TX71096,CUST008,MC1357 OSL NORDNET,19750.26,2025-05-21T13:36:49+02:00,Investment,
TX70631,CUST004,MC1357 OSL NORDNET,18459.02,2025-04-30T17:39:35+02:00,Investment,
TX71940,CUST039,MC4255 ONLINE UNKNOWN,739.34,2025-05-23T01:08:57+02:00,Unknown,
TX70895,CUST014,MC7777 ATM DNB,1500.00,2025-09-21T14:02:31+02:00,ATM,
TX72231,CUST015,MC1234 OSL REMA1000,1100.22,2025-04-08T22:02:45+02:00,Groceries,
TX71692,CUST022,MC8630 ONLINE UNKNOWN,306.01,2025-07-01T00:29:25+02:00,Unknown,
TX72860,CUST037,MC9999 OSL BMW,999.00,2025-06-08T15:51:58+02:00,Auto,
TX70701,CUST033,MC2468 ONLINE NETFLX,99.00,2025-03-14T05:21:06+02:00,Subscription,
TX71455,CUST014,MC1357 OSL NORDNET,17496.63,2025-07-28T15:11:53+02:00,Investment,
TX71958,CUST003,MC4321 CPH MCDON,136.48,2025-09-06T16:12:01+02:00,FastFood,
TX71949,CUST010,MC1234 OSL REMA1000,734.06,2025-03-05T03:17:26+02:00,Groceries,
TX70130,CUST030,MC5099 AAR UNKNOWN,268.12,2025-05-08T16:30:01+02:00,Unknown,
TX71569,CUST024,MC4321 CPH MCDON,87.28,2025-02-27T11:13:35+02:00,FastFood,
TX71093,CUST029,MC4321 CPH MCDON,106.94,2025-09-26T15:49:28+02:00,FastFood,
TX71641,CUST009,MC1357 OSL NORDNET,2881.18,2025-03-28T20:45:53+02:00,Investment,
TX70805,CUST033,MC2468 ONLINE NETFLX,79.00,2025-02-08T06:01:11+02:00,Subscription,
TX71484,CUST020,MC7777 ATM DNB,2000.00,2025-01-19T04:20:04+02:00,ATM,
TX70643,CUST021,MC5678 AAR ICA,567.07,2025-05-19T09:10:17+02:00,Groceries,
TX71111,CUST033,MC2468 ONLINE NETFLX,79.00,2025-08-28T21:50:13+02:00,Subscription,
TX71686,CUST024,MC1234 OSL REMA1000,717.27,2025-06-04T19:46:47+02:00,Groceries,
TX70721,CUST038,MC5678 AAR ICA,998.74,2025-02-18T21:19:53+02:00,Groceries,
TX72044,CUST033,MC5678 AAR ICA,1304.43,2025-04-23T04:15:32+02:00,Groceries,
TX70443,CUST005,MC4321 CPH MCDON,176.32,2025-03-02T03:07:31+02:00,FastFood,
TX71157,CUST001,MC5678 AAR ICA,792.27,2025-02-23T02:14:50+02:00,Groceries,
TX71626,CUST004,MC9999 OSL BMW,750.00,2025-07-26T12:20:24+02:00,Auto,
TX71313,CUST016,MC6006 OSL UNKNOWN,492.00,2025-01-09T14:39:33+02:00,Unknown,
TX71577,CUST012,MC7777 ATM DNB,1000.00,2025-06-28T23:07:12+02:00,ATM,
TX72532,CUST037,MC1357 OSL NORDNET,9647.89,2025-01-25T05:01:19+02:00,Investment,
TX72637,CUST003,MC1357 OSL NORDNET,17292.79,2025-01-10T01:11:16+02:00,Investment,
TX72181,CUST035,MC2373 OSL UNKNOWN,796.35,2025-05-14T03:55:32+02:00,Unknown,
TX71595,CUST021,MC4321 CPH MCDON,171.83,2025-05-08T08:50:11+02:00,FastFood,
TX70861,CUST012,MC1357 OSL NORDNET,10079.05,2025-02-04T23:26:03+02:00,Investment,
TX90027,CUST010,MC9999 OSL BMW,250000.00,2025-08-20T10:25:00+02:00,Auto,
TX70084,CUST012,MC2468 ONLINE NETFLX,79.00,2025-05-15T18:40:16+02:00,Subscription,
TX71554,CUST030,MC1357 OSL NORDNET,3874.25,2025-09-03T04:32:04+02:00,Investment,
TX70974,CUST005,MC5678 AAR ICA,129.97,2025-07-16T21:14:40+02:00,Groceries,
TX70915,CUST039,MC5678 AAR ICA,328.72,2025-08-26T07:36:02+02:00,Groceries,
TX71971,CUST013,MC7777 ATM DNB,500.00,2025-04-29T05:42:52+02:00,ATM,
TX70090,CUST003,MC3851 ONLINE UNKNOWN,156.22,2025-06-12T18:51:57+02:00,Unknown,
TX71555,CUST026,MC2456 CPH UNKNOWN,16.15,2025-01-09T04:22:36+02:00,Unknown,
TX72587,CUST031,MC4321 CPH MCDON,102.18,2025-04-17T12:17:08+02:00,FastFood,
TX71017,CUST016,MC9999 OSL BMW,2999.00,2025-05-27T06:04:44+02:00,Auto,
TX70402,CUST015,MC9933 AAR UNKNOWN,67.03,2025-07-06T05:54:27+02:00,Unknown,
TX70614,CUST005,MC4321 CPH MCDON,54.44,2025-01-21T05:25:05+02:00,FastFood,
TX72537,CUST033,MC1234 OSL REMA1000,876.58,2025-03-07T04:10:12+02:00,Groceries,
TX71278,CUST009,MC4321 CPH MCDON,77.78,2025-09-06T11:49:14+02:00,FastFood,
TX71770,CUST028,MC5678 AAR ICA,1113.91,2025-04-08T17:52:29+02:00,Groceries,
TX70556,CUST001,MC5678 AAR ICA,764.00,2025-09-04T19:02:19+02:00,Groceries,
TX70008,CUST036,MC2468 ONLINE NETFLX,149.00,2025-04-10T14:28:57+02:00,Subscription,
TX72775,CUST007,MC9999 OSL BMW,2999.00,2025-01-16T03:20:29+02:00,Auto,
TX71656,CUST018,MC7777 ATM DNB,2000.00,2025-06-09T03:45:17+02:00,ATM,
TX71027,CUST003,MC1357 OSL NORDNET,4698.83,2025-03-15T16:58:44+02:00,Investment,
TX72635,CUST016,MC4321 CPH MCDON,56.46,2025-09-24T02:36:08+02:00,FastFood,
TX70371,CUST035,MC4321 CPH MCDON,111.18,2025-06-04T01:55:36+02:00,FastFood,
TX70175,CUST005,MC5678 AAR ICA,641.94,2025-07-28T21:16:43+02:00,Groceries,
TX70020,CUST026,MC1234 OSL REMA1000,758.97,2025-07-20T13:48:58+02:00,Groceries,
TX70343,CUST008,MC7777 ATM DNB,500.00,2025-06-23T01:21:57+02:00,ATM,
TX71757,CUST037,MC9397 OSL UNKNOWN,84.30,2025-08-24T17:30:09+02:00,Unknown,
TX71386,CUST036,MC9999 OSL BMW,2999.00,2025-04-27T15:40:07+02:00,Auto,
TX72816,CUST029,MC5678 AAR ICA,1291.10,2025-02-07T11:05:21+02:00,Groceries,
TX72147,CUST021,MC7777 ATM DNB,200.00,2025-03-23T02:31:51+02:00,ATM,
TX72567,CUST032,MC1234 OSL REMA1000,1203.43,2025-02-11T19:03:48+02:00,Groceries,
TX71020,CUST030,MC3229 OSL UNKNOWN,389.55,2025-02-10T08:38:42+02:00,Unknown,
TX72828,CUST034,MC7777 ATM DNB,500.00,2025-08-10T17:01:15+02:00,ATM,
TX71858,CUST032,MC5678 AAR ICA,1231.60,2025-05-25T09:04:16+02:00,Groceries,
TX70160,CUST018,MC5678 AAR ICA,779.16,2025-06-22T10:35:48+02:00,Groceries,
TX72205,CUST004,MC5678 AAR ICA,1311.79,2025-07-11T12:33:44+02:00,Groceries,
TX72321,CUST011,MC1234 OSL REMA1000,1188.70,2025-03-20T14:14:50+02:00,Groceries,
TX71332,CUST008,MC9999 OSL BMW,750.00,2025-02-26T00:45:51+02:00,Auto,
TX70897,CUST012,MC5466 OSL UNKNOWN,649.40,2025-05-16T21:59:56+02:00,Unknown,
TX71146,CUST017,MC1357 OSL NORDNET,4893.57,2025-03-14T15:36:07+02:00,Investment,
TX70482,CUST025,MC5678 AAR ICA,980.26,2025-02-16T16:47:04+02:00,Groceries,
TX71953,CUST030,MC7777 ATM DNB,200.00,2025-01-31T07:13:14+02:00,ATM,
TX72695,CUST008,MC7777 ATM DNB,2000.00,2025-07-09T02:37:50+02:00,ATM,
TX72328,CUST019,MC4321 CPH MCDON,160.10,2025-09-12T21:54:58+02:00,FastFood,
TX72143,CUST030,MC7777 ATM DNB,1500.00,2025-05-20T04:29:16+02:00,ATM,
TX71917,CUST038,MC5678 AAR ICA,1068.74,2025-09-02T05:18:58+02:00,Groceries,
TX72396,CUST031,MC1357 OSL NORDNET,4079.78,2025-05-24T06:49:31+02:00,Investment,
TX72696,CUST026,MC9999 OSL BMW,999.00,2025-07-18T05:20:55+02:00,Auto,
TX70092,CUST030,MC1234 OSL REMA1000,1306.25,2025-01-30T01:03:42+02:00,Groceries,
TX90115,CUST030,MC1234 OSL REMA1000,0.01,2025-03-08T12:23:43+02:00,Groceries,
TX70159,CUST011,MC9999 OSL BMW,4200.00,2025-04-16T23:13:26+02:00,Auto,
TX70235,CUST012,MC7777 ATM DNB,200.00,2025-06-03T06:33:15+02:00,ATM,
TX72771,CUST019,MC9999 OSL BMW,750.00,2025-03-27T16:54:11+02:00,Auto,
TX70442,CUST017,MC5678 AAR ICA,244.73,2025-05-11T05:43:46+02:00,Groceries,
TX70847,CUST040,MC9999 OSL BMW,750.00,2025-01-20T02:10:10+02:00,Auto,
TX71829,CUST006,MC1234 OSL REMA1000,765.51,2025-01-14T22:46:09+02:00,Groceries,
TX72865,CUST009,MC5678 AAR ICA,377.74,2025-06-25T17:18:29+02:00,Groceries,
TX71249,CUST004,MC5678 AAR ICA,1419.45,2025-01-02T03:52:12+02:00,Groceries,
TX71796,CUST019,MC2468 ONLINE NETFLX,129.00,2025-09-20T07:59:47+02:00,Subscription,
TX72322,CUST030,MC4321 CPH MCDON,98.06,2025-03-09T10:06:50+02:00,FastFood,
TX72586,CUST007,MC7777 ATM DNB,2000.00,2025-01-22T07:24:24+02:00,ATM,
TX72616,CUST020,MC9999 OSL BMW,250000.00,2025-09-06T14:16:03+02:00,Auto,
TX70188,CUST004,MC1357 OSL NORDNET,8840.10,2025-05-04T15:25:58+02:00,Investment,
TX90009,CUST008,MC2468 ONLINE NETFLX,129.00,2025-10-15T06:00:00+02:00,Subscription,
TX71251,CUST032,MC4321 CPH MCDON,169.66,2025-08-08T17:19:02+02:00,FastFood,
TX70737,CUST026,MC7777 ATM DNB,2000.00,2025-06-01T17:22:05+02:00,ATM,
TX72079,CUST035,MC5678 AAR ICA,266.46,2025-03-13T00:03:50+02:00,Groceries,
TX70846,CUST009,MC2468 ONLINE NETFLX,179.00,2025-06-08T04:23:07+02:00,Subscription,
TX71588,CUST007,MC5678 AAR ICA,1079.80,2025-05-12T04:54:59+02:00,Groceries,
TX72249,CUST013,MC9999 OSL BMW,2999.00,2025-05-31T13:40:16+02:00,Auto,
TX70199,CUST026,MC1234 OSL REMA1000,710.00,2025-01-08T09:03:31+02:00,Groceries,
TX71713,CUST010,MC7777 ATM DNB,500.00,2025-05-31T22:10:48+02:00,ATM,
TX71473,CUST005,MC4321 CPH MCDON,58.04,2025-08-13T00:36:58+02:00,FastFood,
TX70389,CUST012,MC8249 CPH UNKNOWN,423.16,2025-07-24T15:43:30+02:00,Unknown,
TX70766,CUST027,MC4321 CPH MCDON,140.39,2025-02-06T21:22:30+02:00,FastFood,
TX70690,CUST025,MC5678 AAR ICA,1373.15,2025-01-17T17:37:38+02:00,Groceries,
TX71527,CUST007,MC2468 ONLINE NETFLX,99.00,2025-06-28T17:18:48+02:00,Subscription,
TX70528,CUST007,MC1234 OSL REMA1000,392.05,2025-02-28T21:58:48+02:00,Groceries,
TX71190,CUST031,MC5678 AAR ICA,1033.58,2025-03-07T03:20:59+02:00,Groceries,
TX71064,CUST005,MC2468 ONLINE NETFLX,179.00,2025-01-23T17:24:57+02:00,Subscription,
TX72449,CUST016,MC5678 AAR ICA,286.81,2025-07-02T09:24:57+02:00,Groceries,
TX71516,CUST030,MC1357 OSL NORDNET,11109.10,2025-03-25T06:42:46+02:00,Investment,
TX71132,CUST016,MC8374 CPH UNKNOWN,260.15,2025-03-10T05:19:14+02:00,Unknown,
TX72560,CUST017,MC8382 AAR UNKNOWN,144.53,2025-04-10T11:35:10+02:00,Unknown,
TX70619,CUST003,MC1357 OSL NORDNET,11472.31,2025-03-08T02:56:54+02:00,Investment,
TX90048,CUST030,MC2468 ONLINE NETFLX,129.00,2025-12-01T06:00:00+02:00,Subscription,
TX72703,CUST023,MC2468 ONLINE NETFLX,149.00,2025-01-21T21:49:24+02:00,Subscription,
TX71856,CUST025,MC9999 OSL BMW,2999.00,2025-01-04T09:51:54+02:00,Auto,
TX71062,CUST013,MC1234 OSL REMA1000,998.50,2025-07-08T10:02:47+02:00,Groceries,
TX71634,CUST029,MC7777 ATM DNB,1000.00,2025-05-04T13:12:36+02:00,ATM,
TX71394,CUST024,MC5678 AAR ICA,1449.74,2025-09-22T20:43:51+02:00,Groceries,
TX90078,  CUST016  ,MC1234 OSL REMA1000,150.00,2025-08-09T15:05:19+02:00,Groceries,
TX71705,CUST027,MC4321 CPH MCDON,68.73,2025-01-11T20:35:02+02:00,FastFood,
TX71144,CUST026,MC4321 CPH MCDON,47.39,2025-06-13T08:27:39+02:00,FastFood,
TX71891,CUST001,MC5678 AAR ICA,325.80,2025-07-23T03:54:21+02:00,Groceries,
TX72477,CUST003,MC1234 OSL REMA1000,827.18,2025-05-16T05:30:55+02:00,Groceries,
TX71281,CUST005,MC7777 ATM DNB,1000.00,2025-07-16T01:34:55+02:00,ATM,
TX72326,CUST028,MC1357 OSL NORDNET,12724.83,2025-05-10T22:50:25+02:00,Investment,
TX71766,CUST034,MC5678 AAR ICA,767.82,2025-07-22T11:16:15+02:00,Groceries,
TX70516,CUST009,MC7777 ATM DNB,500.00,2025-08-08T15:12:59+02:00,ATM,
TX72347,CUST002,MC4321 CPH MCDON,71.89,2025-05-26T16:14:41+02:00,FastFood,
TX90047,  CUST020  ,MC1234 OSL REMA1000,150.00,2025-04-12T04:02:03+02:00,Groceries,
TX71479,CUST008,MC4321 CPH MCDON,168.66,2025-01-29T06:21:04+02:00,FastFood,
TX71922,CUST018,MC9999 OSL BMW,250000.00,2025-07-31T05:33:03+02:00,Auto,
TX71023,CUST018,MC5524 CPH UNKNOWN,156.12,2025-04-10T18:20:01+02:00,Unknown,
TX72476,CUST022,MC2468 ONLINE NETFLX,179.00,2025-03-06T03:54:08+02:00,Subscription,
TX72671,CUST002,MC1357 OSL NORDNET,14244.01,2025-01-06T12:00:28+02:00,Investment,
TX72092,CUST023,MC4321 CPH MCDON,106.97,2025-07-07T18:35:51+02:00,FastFood,
TX90095,CUST007,MC1234 OSL REMA1000,0.01,2025-07-16T09:53:08+02:00,Groceries,
TX72051,CUST002,MC7777 ATM DNB,2000.00,2025-07-14T10:14:08+02:00,ATM,
TX70282,CUST027,MC1234 OSL REMA1000,1427.53,2025-07-21T19:25:04+02:00,Groceries,
TX70903,CUST013,MC2468 ONLINE NETFLX,179.00,2025-03-03T22:23:17+02:00,Subscription,
TX70834,CUST009,MC1357 OSL NORDNET,18819.70,2025-07-07T14:49:07+02:00,Investment,
TX90002,CUST004,MC1234 OSL REMA1000,89.50,2025-09-03T08:12:00+02:00,Groceries,
TX71186,CUST029,MC9999 OSL BMW,4200.00,2025-08-16T09:10:25+02:00,Auto,
TX72436,CUST020,MC5678 AAR ICA,459.72,2025-04-01T23:43:04+02:00,Groceries,
TX90016,CUST008,MC1357 OSL NORDNET,3000.00,2025-09-09T11:30:00Z,Investment,
TX71284,CUST029,MC2468 ONLINE NETFLX,79.00,2025-08-13T13:33:47+02:00,Subscription,
TX71018,CUST011,MC7777 ATM DNB,200.00,2025-03-21T02:17:05+02:00,ATM,
TX70493,CUST015,MC4719 AAR UNKNOWN,300.91,2025-07-28T02:30:17+02:00,Unknown,
TX70978,CUST022,MC4321 CPH MCDON,193.65,2025-06-19T22:13:18+02:00,FastFood,
TX72206,CUST011,MC7777 ATM DNB,500.00,2025-01-07T15:18:55+02:00,ATM,
TX72789,CUST010,MC4911 OSL UNKNOWN,613.46,2025-03-25T19:12:38+02:00,Unknown,
TX71330,CUST029,MC4321 CPH MCDON,174.51,2025-06-08T01:07:15+02:00,FastFood,
TX71392,CUST024,MC4321 CPH MCDON,49.51,2025-01-12T11:01:38+02:00,FastFood,
TX71450,CUST013,MC4321 CPH MCDON,86.94,2025-09-04T10:42:50+02:00,FastFood,
TX70967,CUST006,MC8460 AAR UNKNOWN,374.56,2025-03-08T22:24:24+02:00,Unknown,
TX72861,CUST029,MC4321 CPH MCDON,185.69,2025-03-19T10:15:32+02:00,FastFood,
TX70189,CUST024,MC5678 AAR ICA,725.39,2025-07-17T16:48:52+02:00,Groceries,
TX72286,CUST026,MC5678 AAR ICA,724.05,2025-02-16T08:12:39+02:00,Groceries,
TX72467,CUST007,MC4321 CPH MCDON,66.13,2025-02-27T17:20:53+02:00,FastFood,
TX72311,CUST039,MC3920 AAR UNKNOWN,505.63,2025-07-17T15:30:35+02:00,Unknown,
TX71960,CUST030,MC9999 OSL BMW,2999.00,2025-07-09T15:45:35+02:00,Auto,
TX72259,CUST013,MC1234 OSL REMA1000,1442.78,2025-02-19T21:32:50+02:00,Groceries,
TX72594,CUST009,MC1234 OSL REMA1000,1290.64,2025-04-24T10:28:38+02:00,Groceries,
TX72141,CUST012,MC7777 ATM DNB,500.00,2025-05-24T04:53:47+02:00,ATM,
TX70543,CUST005,MC9999 OSL BMW,250000.00,2025-08-25T08:33:59+02:00,Auto,
TX70298,CUST015,MC3490 OSL UNKNOWN,723.32,2025-04-28T01:52:11+02:00,Unknown,
TX71612,CUST008,MC4321 CPH MCDON,146.84,2025-01-17T04:57:16+02:00,FastFood,
TX70143,CUST017,MC9130 OSL UNKNOWN,330.98,2025-05-08T21:26:01+02:00,Unknown,
TX71110,CUST011,MC5678 AAR ICA,1137.67,2025-01-09T06:35:59+02:00,Groceries,
TX71436,CUST004,MC5678 AAR ICA,62.39,2025-04-13T00:35:41+02:00,Groceries,
TX71870,CUST031,MC1357 OSL NORDNET,5560.57,2025-08-23T03:21:58+02:00,Investment,
TX70292,CUST024,MC9999 OSL BMW,999.00,2025-03-23T02:06:23+02:00,Auto,
TX70038,CUST002,MC1234 OSL REMA1000,819.79,2025-03-04T18:49:26+02:00,Groceries,
TX71734,CUST030,MC5678 AAR ICA,639.10,2025-01-08T00:35:53+02:00,Groceries,
TX71755,CUST004,MC5678 AAR ICA,611.45,2025-07-26T06:42:51+02:00,Groceries,
TX71533,CUST038,MC1800 ONLINE UNKNOWN,631.75,2025-02-09T07:55:54+02:00,Unknown,
TX71650,CUST007,MC4321 CPH MCDON,132.24,2025-07-20T01:57:31+02:00,FastFood,
TX70810,CUST039,MC1234 OSL REMA1000,51.76,2025-04-15T19:05:36+02:00,Groceries,
TX72345,CUST009,MC7777 ATM DNB,2000.00,2025-02-06T02:54:47+02:00,ATM,
TX70174,CUST019,MC7777 ATM DNB,500.00,2025-07-10T04:40:41+02:00,ATM,
TX72424,CUST023,MC1234 OSL REMA1000,1407.84,2025-07-30T03:34:37+02:00,Groceries,
TX71126,CUST018,MC1234 OSL REMA1000,1128.18,2025-01-18T22:04:38+02:00,Groceries,
TX70913,CUST030,MC5678 AAR ICA,171.91,2025-07-29T00:16:14+02:00,Groceries,
TX71464,CUST029,MC4321 CPH MCDON,155.54,2025-07-29T08:52:58+02:00,FastFood,
TX71122,CUST014,MC5678 AAR ICA,1015.43,2025-04-02T16:04:10+02:00,Groceries,
TX72111,CUST009,MC3389 AAR UNKNOWN,463.99,2025-07-11T01:43:33+02:00,Unknown,
TX72390,CUST003,MC9556 ONLINE UNKNOWN,798.34,2025-05-16T17:16:23+02:00,Unknown,
TX72692,CUST028,MC4321 CPH MCDON,49.67,2025-04-08T16:29:15+02:00,FastFood,
TX72470,CUST035,MC7777 ATM DNB,500.00,2025-04-14T22:12:40+02:00,ATM,
TX72448,CUST009,MC5678 AAR ICA,826.45,2025-09-21T22:14:51+02:00,Groceries,
TX71222,CUST005,MC4321 CPH MCDON,199.32,2025-02-15T13:51:45+02:00,FastFood,
TX72267,CUST034,MC6860 OSL UNKNOWN,604.36,2025-05-18T15:30:52+02:00,Unknown,
TX72868,CUST009,MC1234 OSL REMA1000,1496.29,2025-04-03T04:18:35+02:00,Groceries,
TX71624,CUST036,MC9999 OSL BMW,2999.00,2025-04-30T03:21:36+02:00,Auto,
TX71537,CUST031,MC7777 ATM DNB,1000.00,2025-01-09T21:28:24+02:00,ATM,
TX71683,CUST039,MC9999 OSL BMW,2999.00,2025-04-10T00:04:51+02:00,Auto,
TX71365,CUST026,MC2468 ONLINE NETFLX,79.00,2025-07-18T09:20:41+02:00,Subscription,
TX72013,CUST033,MC1234 OSL REMA1000,1426.79,2025-03-21T13:08:34+02:00,Groceries,
TX70753,CUST013,MC9999 OSL BMW,2999.00,2025-02-25T04:47:09+02:00,Auto,
TX70709,CUST009,MC1234 OSL REMA1000,948.78,2025-06-26T05:48:17+02:00,Groceries,
